,Код товара,Дата накладной,"Продажи, шт",скидка,Оптовая торговля,Розничная торговля
190702,1,11,40,19,1,0
190703,1,11,69,6,1,0
190704,1,11,52,2,1,0
190705,1,11,37,7,1,0
190706,1,12,63,0,1,0
190707,1,12,58,1,1,0
190708,1,12,48,6,1,0
190709,1,12,28,14,1,0
190710,1,12,21,0,1,0
190711,1,12,62,0,1,0
190712,1,1,31,7,1,0
190713,1,1,69,2,1,0
190714,1,2,44,12,1,0
190715,1,2,61,17,1,0
190716,1,2,47,14,1,0
190717,1,2,59,3,1,0
190718,1,3,60,0,1,0
190719,1,3,41,8,1,0
190720,1,3,53,14,1,0
190721,1,3,46,10,1,0
190722,1,3,44,4,1,0
190723,1,4,43,16,1,0
190724,1,4,49,13,1,0
190725,1,4,57,6,1,0
190726,1,4,53,9,1,0
190727,1,4,42,19,1,0
190728,1,5,61,2,1,0
190729,1,5,30,3,1,0
190730,1,5,61,1,1,0
190731,1,5,36,5,1,0
190732,1,5,50,5,1,0
190733,1,6,44,8,1,0
190734,1,6,67,8,1,0
190735,1,6,40,9,1,0
190736,1,6,60,13,1,0
190737,1,1,20,7,1,0
190738,1,1,69,16,1,0
190739,1,1,33,11,1,0
190740,1,1,20,18,1,0
190741,1,1,50,12,1,0
190742,1,1,26,12,1,0
190743,1,1,65,6,1,0
190744,1,1,62,8,1,0
190745,1,1,61,16,1,0
190746,1,1,53,8,1,0
190747,1,1,29,16,1,0
190748,1,1,22,12,1,0
190749,1,2,36,17,1,0
190750,1,2,35,3,1,0
190751,1,2,68,10,1,0
190752,1,2,61,17,1,0
190753,1,2,61,1,1,0
190754,1,2,65,0,1,0
190755,1,2,59,5,1,0
190756,1,2,47,10,1,0
190757,1,2,56,4,1,0
190758,1,3,65,17,1,0
190759,1,3,47,15,1,0
190760,1,3,51,6,1,0
190761,1,3,24,3,1,0
190762,1,3,22,13,1,0
190763,1,3,59,0,1,0
190764,1,3,23,17,1,0
190765,1,3,44,16,1,0
190766,1,3,38,15,1,0
190767,1,3,64,16,1,0
190768,1,3,42,2,1,0
190769,1,3,58,1,1,0
190770,1,3,33,17,1,0
190771,1,3,55,9,1,0
190772,1,3,38,6,1,0
190773,1,3,51,6,1,0
190774,1,3,40,13,1,0
190775,1,4,68,4,1,0
190776,1,4,51,5,1,0
190777,1,4,29,13,1,0
190778,1,4,45,7,1,0
190779,1,4,40,14,1,0
190780,1,4,22,9,1,0
190781,1,4,59,2,1,0
190782,1,4,23,12,1,0
190783,1,4,39,6,1,0
190784,1,4,65,7,1,0
190785,1,4,64,16,1,0
190786,1,4,56,7,1,0
190787,1,4,58,14,1,0
190788,1,4,54,19,1,0
190789,1,4,45,19,1,0
190790,1,4,25,8,1,0
190791,1,5,46,19,1,0
190792,1,5,39,12,1,0
190793,1,5,60,6,1,0
190794,1,5,58,18,1,0
190795,1,5,69,19,1,0
190796,1,5,48,10,1,0
190797,1,5,30,11,1,0
190798,1,5,49,6,1,0
190799,1,5,47,1,1,0
190800,1,5,68,16,1,0
190801,1,6,39,19,1,0
190802,1,6,46,11,1,0
190803,1,6,33,5,1,0
190804,1,6,47,10,1,0
190805,1,6,57,1,1,0
190806,1,6,61,19,1,0
190807,1,6,38,14,1,0
190808,1,6,49,10,1,0
190809,1,6,42,0,1,0
190810,1,6,42,2,1,0
190811,1,6,59,0,1,0
190812,1,6,22,3,1,0
190813,1,6,38,9,1,0
190814,1,6,48,2,1,0
190815,1,6,44,17,1,0
190816,1,6,43,19,1,0
190817,1,6,34,14,1,0
190818,1,6,39,17,1,0
190819,1,6,46,5,1,0
190820,1,6,26,18,1,0
190821,1,7,56,0,1,0
190822,1,7,65,6,1,0
190823,1,7,40,16,1,0
190824,1,7,57,11,1,0
190825,1,7,61,6,1,0
190826,1,7,28,19,1,0
190827,1,7,55,1,1,0
190828,1,7,20,18,1,0
190829,1,7,64,7,1,0
190830,1,7,45,14,1,0
190831,1,7,20,4,1,0
190832,1,7,37,3,1,0
190833,1,7,26,11,1,0
190834,1,7,52,9,1,0
190835,1,7,40,8,1,0
190836,1,7,44,10,1,0
190837,1,7,36,10,1,0
190838,1,7,24,5,1,0
190839,1,8,46,16,1,0
190840,1,8,37,0,1,0
190841,1,8,35,13,1,0
190842,1,8,58,16,1,0
190843,1,8,50,13,1,0
190844,1,8,29,17,1,0
190845,1,8,55,13,1,0
190846,1,8,52,10,1,0
190847,1,8,69,10,1,0
190848,1,8,34,12,1,0
190849,1,8,62,10,1,0
190850,1,8,64,6,1,0
190851,1,8,23,11,1,0
190852,1,8,66,8,1,0
190853,1,8,51,0,1,0
190854,1,8,23,2,1,0
190855,1,8,48,15,1,0
190856,1,8,64,16,1,0
190857,1,8,52,2,1,0
190858,1,8,67,8,1,0
190859,1,8,50,15,1,0
190860,1,9,48,18,1,0
190861,1,9,27,0,1,0
190862,1,9,54,15,1,0
190863,1,9,48,11,1,0
190864,1,9,29,11,1,0
190865,1,9,48,19,1,0
190866,1,9,59,3,1,0
190867,1,9,66,18,1,0
190868,1,9,36,14,1,0
190869,1,9,22,17,1,0
190870,1,9,23,15,1,0
190871,1,9,32,13,1,0
190872,1,9,51,9,1,0
190873,1,9,25,7,1,0
190874,1,10,24,16,1,0
190875,1,10,27,14,1,0
190876,1,10,36,14,1,0
190877,1,10,28,10,1,0
190878,1,10,44,8,1,0
190879,1,10,40,1,1,0
190880,1,10,40,14,1,0
190881,1,10,40,17,1,0
190882,1,10,46,12,1,0
190883,1,10,23,8,1,0
190884,1,10,26,18,1,0
190885,1,10,37,9,1,0
190886,1,10,56,8,1,0
190887,1,10,41,4,1,0
190888,1,10,23,8,1,0
190889,1,10,47,18,1,0
190890,1,11,32,1,1,0
190891,1,11,39,13,1,0
190892,1,11,63,6,1,0
190893,1,11,34,18,1,0
190894,1,11,40,2,1,0
190895,1,11,37,1,1,0
190896,1,11,53,2,1,0
190897,1,11,43,2,1,0
190898,1,11,28,15,1,0
190899,1,11,47,5,1,0
190900,1,11,61,19,1,0
190901,1,11,24,13,1,0
190902,1,11,55,13,1,0
190903,1,11,42,9,1,0
190904,1,11,40,2,1,0
190905,1,11,42,5,1,0
190906,1,11,36,0,1,0
190907,1,11,58,4,1,0
190908,1,11,64,16,1,0
190909,1,11,30,8,1,0
190910,1,12,30,1,1,0
190911,1,12,23,0,1,0
190912,1,12,37,0,1,0
190913,1,12,47,7,1,0
190914,1,12,54,6,1,0
190915,1,12,65,14,1,0
190916,1,12,45,10,1,0
190917,1,12,67,2,1,0
190918,1,12,38,7,1,0
190919,1,12,39,14,1,0
190920,1,12,26,0,1,0
190921,1,12,22,13,1,0
190922,1,12,60,13,1,0
190923,1,12,33,1,1,0
190924,1,12,20,7,1,0
190925,1,12,30,7,1,0
190926,1,12,35,17,1,0
190927,1,12,27,6,1,0
190928,1,12,57,14,1,0
190929,1,12,31,12,1,0
190930,1,12,35,18,1,0
190931,1,12,51,4,1,0
190932,1,12,52,6,1,0
190933,1,12,26,14,1,0
190934,1,12,54,14,1,0
190935,1,12,42,18,1,0
190936,1,12,21,3,1,0
190937,1,12,61,2,1,0
190938,1,12,35,11,1,0
190939,1,1,34,8,1,0
190940,1,1,64,19,1,0
190941,1,1,29,19,1,0
190942,1,1,24,5,1,0
190943,1,1,20,18,1,0
190944,1,1,60,1,1,0
190945,1,1,43,13,1,0
190946,1,1,66,14,1,0
190947,1,1,52,15,1,0
190948,1,1,51,4,1,0
190949,1,1,63,9,1,0
190950,1,2,46,13,1,0
190951,1,2,42,16,1,0
190952,1,2,49,7,1,0
190953,1,2,27,14,1,0
190954,1,2,38,6,1,0
190955,1,2,38,5,1,0
190956,1,2,69,3,1,0
190957,1,2,68,10,1,0
190958,1,2,52,16,1,0
190959,1,2,32,7,1,0
190960,1,2,32,11,1,0
190961,1,2,42,18,1,0
190962,1,2,37,11,1,0
190963,1,2,55,15,1,0
190964,1,2,32,4,1,0
190965,1,2,28,13,1,0
190966,1,2,50,13,1,0
190967,1,2,45,18,1,0
190968,1,2,64,4,1,0
190969,1,2,43,8,1,0
190970,1,3,49,14,1,0
190971,1,3,30,19,1,0
190972,1,3,21,12,1,0
190973,1,3,55,15,1,0
190974,1,3,30,1,1,0
190975,1,3,40,17,1,0
190976,1,3,36,6,1,0
190977,1,3,31,4,1,0
190978,1,3,26,3,1,0
190979,1,3,52,15,1,0
190980,1,3,21,5,1,0
190981,1,3,49,4,1,0
190982,1,3,59,5,1,0
190983,1,3,62,19,1,0
190984,1,3,64,13,1,0
190985,1,3,40,14,1,0
190986,1,3,20,3,1,0
190987,1,4,43,9,1,0
190988,1,4,25,15,1,0
190989,1,4,59,12,1,0
190990,1,4,44,4,1,0
190991,1,4,39,10,1,0
190992,1,4,41,17,1,0
190993,1,4,61,19,1,0
190994,1,4,66,4,1,0
190995,1,5,58,2,1,0
190996,1,5,65,0,1,0
190997,1,5,52,18,1,0
190998,1,5,23,13,1,0
190999,1,5,29,4,1,0
191000,1,5,27,14,1,0
191001,1,5,49,9,1,0
191002,1,5,42,5,1,0
191003,1,6,31,16,1,0
191004,1,6,61,15,1,0
191005,1,6,39,0,1,0
191006,1,6,47,16,1,0
191007,1,6,45,1,1,0
191008,1,6,50,7,1,0
191009,1,6,50,8,1,0
191010,1,6,36,16,1,0
191011,1,6,64,13,1,0
191012,1,6,40,9,1,0
191013,1,6,60,8,1,0
191014,1,6,31,12,1,0
191015,1,6,28,13,1,0
191016,1,1,44,7,1,0
191017,1,1,68,7,1,0
191018,1,1,24,7,1,0
191019,1,1,46,7,1,0
191020,1,1,40,19,1,0
191021,1,1,20,11,1,0
191022,1,1,25,0,1,0
191023,1,1,32,3,1,0
191024,1,1,38,9,1,0
191025,1,1,60,1,1,0
191026,1,1,21,17,1,0
191027,1,1,39,4,1,0
191028,1,1,32,19,1,0
191029,1,1,67,7,1,0
191030,1,1,62,6,1,0
191031,1,1,51,5,1,0
191032,1,1,63,7,1,0
191033,1,1,66,18,1,0
191034,1,1,27,15,1,0
191035,1,1,39,6,1,0
191036,1,1,51,14,1,0
191037,1,1,59,12,1,0
191038,1,1,68,6,1,0
191039,1,1,56,14,1,0
191040,1,1,34,15,1,0
191041,1,1,53,13,1,0
191042,1,1,50,9,1,0
191043,1,1,27,9,1,0
191044,1,1,68,0,1,0
191045,1,1,60,12,1,0
191046,1,1,46,7,1,0
191047,1,1,65,16,1,0
191048,1,1,55,11,1,0
191049,1,2,69,6,1,0
191050,1,2,30,17,1,0
191051,1,2,68,11,1,0
191052,1,2,31,19,1,0
191053,1,2,34,3,1,0
191054,1,2,66,14,1,0
191055,1,2,34,13,1,0
191056,1,2,50,12,1,0
191057,1,2,24,0,1,0
191058,1,2,37,12,1,0
191059,1,2,42,19,1,0
191060,1,2,64,16,1,0
191061,1,2,28,11,1,0
191062,1,2,34,12,1,0
191063,1,2,51,1,1,0
191064,1,2,35,16,1,0
191065,1,2,24,11,1,0
191066,1,2,68,6,1,0
191067,1,2,32,8,1,0
191068,1,2,32,0,1,0
191069,1,2,52,4,1,0
191070,1,2,27,5,1,0
191071,1,2,55,8,1,0
191072,1,2,22,4,1,0
191073,1,2,69,14,1,0
191074,1,2,48,13,1,0
191075,1,2,69,11,1,0
191076,1,3,22,8,1,0
191077,1,3,35,10,1,0
191078,1,3,69,1,1,0
191079,1,3,42,6,1,0
191080,1,3,36,10,1,0
191081,1,3,66,0,1,0
191082,1,3,57,7,1,0
191083,1,3,68,13,1,0
191084,1,3,55,9,1,0
191085,1,3,53,5,1,0
191086,1,3,52,17,1,0
191087,1,3,37,10,1,0
191088,1,3,49,19,1,0
191089,1,3,25,7,1,0
191090,1,3,47,14,1,0
191091,1,3,67,5,1,0
191092,1,3,62,4,1,0
191093,1,3,21,18,1,0
191094,1,3,22,6,1,0
191095,1,3,33,10,1,0
191096,1,3,37,4,1,0
191097,1,3,32,17,1,0
191098,1,3,38,16,1,0
191099,1,3,52,0,1,0
191100,1,3,50,5,1,0
191101,1,3,25,16,1,0
191102,1,3,48,18,1,0
191103,1,3,62,0,1,0
191104,1,4,52,2,1,0
191105,1,4,39,15,1,0
191106,1,4,28,13,1,0
191107,1,4,55,3,1,0
191108,1,4,57,15,1,0
191109,1,4,52,3,1,0
191110,1,4,52,12,1,0
191111,1,4,37,13,1,0
191112,1,4,59,3,1,0
191113,1,4,58,6,1,0
191114,1,4,66,4,1,0
191115,1,4,38,15,1,0
191116,1,4,28,17,1,0
191117,1,4,36,11,1,0
191118,1,4,42,4,1,0
191119,1,4,57,17,1,0
191120,1,4,62,15,1,0
191121,1,4,45,0,1,0
191122,1,4,24,18,1,0
191123,1,4,61,17,1,0
191124,1,4,67,13,1,0
191125,1,4,57,17,1,0
191126,1,4,63,10,1,0
191127,1,4,26,8,1,0
191128,1,4,35,11,1,0
191129,1,4,65,5,1,0
191130,1,4,57,15,1,0
191131,1,4,42,5,1,0
191132,1,4,29,19,1,0
191133,1,4,36,11,1,0
191134,1,4,33,4,1,0
191135,1,4,62,19,1,0
191136,1,4,69,12,1,0
191137,1,4,24,17,1,0
191138,1,4,39,15,1,0
191139,1,4,65,16,1,0
191140,1,4,59,16,1,0
191141,1,4,67,1,1,0
191142,1,5,55,12,1,0
191143,1,5,36,4,1,0
191144,1,5,64,7,1,0
191145,1,5,23,14,1,0
191146,1,5,47,4,1,0
191147,1,5,43,9,1,0
191148,1,5,66,2,1,0
191149,1,5,61,13,1,0
191150,1,5,49,0,1,0
191151,1,5,26,4,1,0
191152,1,5,41,10,1,0
191153,1,5,27,9,1,0
191154,1,5,25,5,1,0
191155,1,5,21,2,1,0
191156,1,5,51,15,1,0
191157,1,5,53,13,1,0
191158,1,5,50,2,1,0
191159,1,5,35,8,1,0
191160,1,5,30,0,1,0
191161,1,5,33,0,1,0
191162,1,5,63,10,1,0
191163,1,5,27,9,1,0
191164,1,5,27,18,1,0
191165,1,5,67,11,1,0
191166,1,5,42,5,1,0
191167,1,5,65,11,1,0
191168,1,5,47,4,1,0
191169,1,5,63,19,1,0
191170,1,5,67,4,1,0
191171,1,5,42,5,1,0
191172,1,5,22,16,1,0
191173,1,5,43,3,1,0
191174,1,5,36,1,1,0
191175,1,5,37,14,1,0
191176,1,6,51,9,1,0
191177,1,6,22,16,1,0
191178,1,6,59,16,1,0
191179,1,6,62,0,1,0
191180,1,6,63,15,1,0
191181,1,6,62,7,1,0
191182,1,6,68,2,1,0
191183,1,6,30,8,1,0
191184,1,6,29,3,1,0
191185,1,6,28,0,1,0
191186,1,6,58,5,1,0
191187,1,6,32,16,1,0
191188,1,6,37,14,1,0
191189,1,6,54,6,1,0
191190,1,6,20,12,1,0
191191,1,6,33,3,1,0
191192,1,6,48,12,1,0
191193,1,6,26,15,1,0
191194,1,6,56,13,1,0
191195,1,6,30,16,1,0
191196,1,6,41,2,1,0
191197,1,6,64,6,1,0
191198,1,6,27,0,1,0
191199,1,6,38,1,1,0
191200,1,6,21,4,1,0
191201,1,6,48,1,1,0
191202,1,6,35,0,1,0
191203,1,6,38,18,1,0
191204,1,6,68,4,1,0
191205,1,6,69,5,1,0
191206,1,6,51,13,1,0
191207,1,6,35,8,1,0
191208,1,6,30,7,1,0
191209,1,6,54,5,1,0
191210,1,6,48,13,1,0
191211,1,7,21,0,1,0
191212,1,7,31,7,1,0
191213,1,7,48,12,1,0
191214,1,7,60,8,1,0
191215,1,7,55,4,1,0
191216,1,7,61,18,1,0
191217,1,7,35,8,1,0
191218,1,7,60,6,1,0
191219,1,7,32,3,1,0
191220,1,7,63,10,1,0
191221,1,7,69,13,1,0
191222,1,7,55,2,1,0
191223,1,7,56,13,1,0
191224,1,7,53,2,1,0
191225,1,7,46,5,1,0
191226,1,7,45,15,1,0
191227,1,7,37,13,1,0
191228,1,7,41,1,1,0
191229,1,7,32,17,1,0
191230,1,7,42,10,1,0
191231,1,7,26,10,1,0
191232,1,7,48,10,1,0
191233,1,7,54,9,1,0
191234,1,7,54,7,1,0
191235,1,7,53,16,1,0
191236,1,7,55,17,1,0
191237,1,7,60,0,1,0
191238,1,7,29,5,1,0
191239,1,7,30,0,1,0
191240,1,7,20,10,1,0
191241,1,7,38,2,1,0
191242,1,7,46,17,1,0
191243,1,7,21,9,1,0
191244,1,7,57,8,1,0
191245,1,7,61,17,1,0
191246,1,8,68,10,1,0
191247,1,8,34,15,1,0
191248,1,8,56,9,1,0
191249,1,8,54,9,1,0
191250,1,8,42,10,1,0
191251,1,8,26,5,1,0
191252,1,8,21,16,1,0
191253,1,8,67,19,1,0
191254,1,8,47,18,1,0
191255,1,8,46,3,1,0
191256,1,8,67,6,1,0
191257,1,8,61,7,1,0
191258,1,8,29,1,1,0
191259,1,8,65,15,1,0
191260,1,8,35,15,1,0
191261,1,8,56,4,1,0
191262,1,8,53,5,1,0
191263,1,8,30,10,1,0
191264,1,8,26,15,1,0
191265,1,8,21,3,1,0
191266,1,8,55,19,1,0
191267,1,8,64,4,1,0
191268,1,8,57,4,1,0
191269,1,8,67,18,1,0
191270,1,8,45,8,1,0
191271,1,8,40,2,1,0
191272,1,8,45,12,1,0
191273,1,8,31,8,1,0
191274,1,8,20,9,1,0
191275,1,8,25,4,1,0
191276,1,8,38,4,1,0
191277,1,8,46,13,1,0
191278,1,8,45,11,1,0
191279,1,8,30,17,1,0
191280,1,8,67,4,1,0
191281,1,9,65,10,1,0
191282,1,9,31,8,1,0
191283,1,9,36,1,1,0
191284,1,9,29,11,1,0
191285,1,9,31,6,1,0
191286,1,9,56,19,1,0
191287,1,9,49,10,1,0
191288,1,9,40,19,1,0
191289,1,9,48,16,1,0
191290,1,9,22,16,1,0
191291,1,9,40,6,1,0
191292,1,9,30,7,1,0
191293,1,9,48,17,1,0
191294,1,9,55,13,1,0
191295,1,9,61,16,1,0
191296,1,9,61,0,1,0
191297,1,9,22,10,1,0
191298,1,9,20,16,1,0
191299,1,9,38,1,1,0
191300,1,9,69,1,1,0
191301,1,9,41,10,1,0
191302,1,9,42,17,1,0
191303,1,9,58,12,1,0
191304,1,9,62,13,1,0
191305,1,9,26,15,1,0
191306,1,9,67,2,1,0
191307,1,9,52,5,1,0
191308,1,9,47,15,1,0
191309,1,9,52,16,1,0
191310,1,9,41,9,1,0
191311,1,9,50,18,1,0
191312,1,9,51,17,1,0
191313,1,9,20,14,1,0
191314,1,9,64,8,1,0
191315,1,9,38,18,1,0
191316,1,9,26,13,1,0
191317,1,9,47,11,1,0
191318,1,10,62,9,1,0
191319,1,10,35,2,1,0
191320,1,10,52,17,1,0
191321,1,10,22,16,1,0
191322,1,10,41,12,1,0
191323,1,10,22,4,1,0
191324,1,10,34,2,1,0
191325,1,10,40,2,1,0
191326,1,10,34,16,1,0
191327,1,10,26,1,1,0
191328,1,10,42,4,1,0
191329,1,10,36,5,1,0
191330,1,10,43,11,1,0
191331,1,10,39,7,1,0
191332,1,10,50,5,1,0
191333,1,10,65,4,1,0
191334,1,10,25,4,1,0
191335,1,10,35,15,1,0
191336,1,10,29,13,1,0
191337,1,10,27,5,1,0
191338,1,10,44,6,1,0
191339,1,10,30,3,1,0
191340,1,10,23,11,1,0
191341,1,10,31,2,1,0
191342,1,10,60,0,1,0
191343,1,10,55,1,1,0
191344,1,10,55,4,1,0
191345,1,10,53,19,1,0
191346,1,10,67,0,1,0
191347,1,10,35,5,1,0
191348,1,10,63,12,1,0
191349,1,10,57,5,1,0
191350,1,10,47,4,1,0
191351,1,10,59,2,1,0
191352,1,10,26,4,1,0
191353,1,10,21,18,1,0
191354,1,11,67,9,1,0
191355,1,11,58,9,1,0
191356,1,11,40,9,1,0
191357,1,11,63,19,1,0
191358,1,11,47,18,1,0
191359,1,11,56,16,1,0
191360,1,11,58,8,1,0
191361,1,11,61,15,1,0
191362,1,11,39,13,1,0
191363,1,11,31,9,1,0
191364,1,11,23,6,1,0
191365,1,11,64,8,1,0
191366,1,11,48,12,1,0
191367,1,11,50,12,1,0
191368,1,11,44,11,1,0
191369,1,11,36,18,1,0
191370,1,11,36,4,1,0
191371,1,11,29,13,1,0
191372,1,11,53,12,1,0
191373,1,11,60,13,1,0
191374,1,11,24,12,1,0
191375,1,11,58,11,1,0
191376,1,11,22,5,1,0
191377,1,11,55,2,1,0
191378,1,11,49,8,1,0
191379,1,11,58,9,1,0
191380,1,11,40,5,1,0
191381,1,11,52,16,1,0
191382,1,11,46,8,1,0
191383,1,11,65,15,1,0
191384,1,11,27,17,1,0
191385,1,11,62,18,1,0
191386,1,11,64,13,1,0
191387,1,11,40,7,1,0
191388,1,11,27,5,1,0
191389,1,12,42,13,1,0
191390,1,12,52,9,1,0
191391,1,12,60,12,1,0
191392,1,12,22,1,1,0
191393,1,12,46,0,1,0
191394,1,12,20,1,1,0
191395,1,12,51,11,1,0
191396,1,12,44,13,1,0
191397,1,12,43,1,1,0
191398,1,12,21,5,1,0
191399,1,12,36,15,1,0
191400,1,12,46,12,1,0
191401,1,12,54,8,1,0
191402,1,12,38,10,1,0
191403,1,12,49,7,1,0
191404,1,12,25,18,1,0
191405,1,12,36,19,1,0
191406,1,12,43,0,1,0
191407,1,12,41,18,1,0
191408,1,12,61,19,1,0
191409,1,12,32,5,1,0
191410,1,12,60,1,1,0
191411,1,12,25,9,1,0
191412,1,12,50,7,1,0
191413,1,12,61,10,1,0
191414,1,12,49,8,1,0
191415,1,12,54,0,1,0
191416,1,12,38,10,1,0
191417,1,12,20,15,1,0
191418,1,12,31,12,1,0
191419,1,12,59,6,1,0
191420,1,12,44,3,1,0
191421,1,12,50,8,1,0
191422,1,1,51,7,1,0
191423,1,1,51,14,1,0
191424,1,1,24,12,1,0
191425,1,1,26,16,1,0
191426,1,1,42,0,1,0
191427,1,1,45,4,1,0
191428,1,1,68,4,1,0
191429,1,1,66,6,1,0
191430,1,1,54,3,1,0
191431,1,1,38,5,1,0
191432,1,1,23,15,1,0
191433,1,1,36,0,1,0
191434,1,1,34,4,1,0
191435,1,1,36,2,1,0
191436,1,1,39,7,1,0
191437,1,1,34,3,1,0
191438,1,1,25,0,1,0
191439,1,1,61,3,1,0
191440,1,1,50,7,1,0
191441,1,1,68,8,1,0
191442,1,1,27,1,1,0
191443,1,1,66,14,1,0
191444,1,1,58,4,1,0
191445,1,1,25,9,1,0
191446,1,1,51,14,1,0
191447,1,1,36,7,1,0
191448,1,2,22,4,1,0
191449,1,2,68,18,1,0
191450,1,2,64,3,1,0
191451,1,2,31,8,1,0
191452,1,2,63,16,1,0
191453,1,2,43,13,1,0
191454,1,2,40,12,1,0
191455,1,2,44,6,1,0
191456,1,2,64,13,1,0
191457,1,2,53,4,1,0
191458,1,2,34,6,1,0
191459,1,2,51,14,1,0
191460,1,2,64,15,1,0
191461,1,2,47,10,1,0
191462,1,2,42,13,1,0
191463,1,2,66,1,1,0
191464,1,2,23,8,1,0
191465,1,2,28,3,1,0
191466,1,2,39,5,1,0
191467,1,2,40,16,1,0
191468,1,2,61,17,1,0
191469,1,2,51,12,1,0
191470,1,2,53,2,1,0
191471,1,2,50,15,1,0
191472,1,2,67,2,1,0
191473,1,2,29,0,1,0
191474,1,3,63,11,1,0
191475,1,3,60,4,1,0
191476,1,3,42,19,1,0
191477,1,3,39,10,1,0
191478,1,3,26,4,1,0
191479,1,3,34,1,1,0
191480,1,3,30,13,1,0
191481,1,3,40,1,1,0
191482,1,3,21,1,1,0
191483,1,3,67,12,1,0
191484,1,3,61,19,1,0
191485,1,3,60,7,1,0
191486,1,3,32,11,1,0
191487,1,3,30,1,1,0
191488,1,3,43,11,1,0
191489,1,3,50,13,1,0
191490,1,3,69,4,1,0
191491,1,3,25,15,1,0
191492,1,3,34,17,1,0
191493,1,3,55,17,1,0
191494,1,3,42,13,1,0
191495,1,3,31,15,1,0
191496,1,3,24,8,1,0
191497,1,3,20,0,1,0
191498,1,3,25,11,1,0
191499,1,3,61,4,1,0
191500,1,3,46,0,1,0
191501,1,3,66,17,1,0
191502,1,3,37,8,1,0
191503,1,3,31,9,1,0
191504,1,3,25,11,1,0
191505,1,3,22,0,1,0
191506,1,3,46,13,1,0
191507,1,3,40,3,1,0
191508,1,3,32,7,1,0
191509,1,3,38,16,1,0
191510,1,4,38,9,1,0
191511,1,4,40,4,1,0
191512,1,4,62,3,1,0
191513,1,4,38,16,1,0
191514,1,4,30,0,1,0
191515,1,4,38,17,1,0
191516,1,4,62,13,1,0
191517,1,4,42,0,1,0
191518,1,4,37,18,1,0
191519,1,4,57,7,1,0
191520,1,4,20,9,1,0
191521,1,4,53,7,1,0
191522,1,4,39,0,1,0
191523,1,4,20,9,1,0
191524,1,4,38,2,1,0
191525,1,4,26,18,1,0
191526,1,4,60,16,1,0
191527,1,4,35,17,1,0
191528,1,4,30,3,1,0
191529,1,4,39,6,1,0
191530,1,4,62,12,1,0
191531,1,4,66,14,1,0
191532,1,4,50,9,1,0
191533,1,4,34,14,1,0
191534,1,4,59,7,1,0
191535,1,4,57,11,1,0
191536,1,4,50,19,1,0
191537,1,4,22,2,1,0
191538,1,4,63,18,1,0
191539,1,4,20,4,1,0
191540,1,4,55,17,1,0
191541,1,5,57,8,1,0
191542,1,5,39,14,1,0
191543,1,5,46,13,1,0
191544,1,5,39,13,1,0
191545,1,5,69,6,1,0
191546,1,5,50,14,1,0
191547,1,5,45,15,1,0
191548,1,5,30,3,1,0
191549,1,5,20,19,1,0
191550,1,5,39,14,1,0
191551,1,5,33,8,1,0
191552,1,5,21,2,1,0
191553,1,5,33,5,1,0
191554,1,5,30,3,1,0
191555,1,5,45,18,1,0
191556,1,5,25,9,1,0
191557,1,5,28,6,1,0
191558,1,5,47,4,1,0
191559,1,5,62,14,1,0
191560,1,5,37,18,1,0
191561,1,5,58,1,1,0
191562,1,5,24,10,1,0
191563,1,5,23,2,1,0
191564,1,5,66,0,1,0
191565,1,5,22,1,1,0
191566,1,5,40,6,1,0
191567,1,5,21,2,1,0
191568,1,5,27,16,1,0
191569,1,5,41,3,1,0
191570,1,5,62,14,1,0
191571,1,5,41,1,1,0
191572,1,6,48,9,1,0
191573,1,6,59,10,1,0
191574,1,6,35,1,1,0
191575,1,6,68,10,1,0
191576,1,6,40,19,1,0
191577,1,6,39,14,1,0
191578,1,6,21,9,1,0
191579,1,6,56,0,1,0
191580,1,6,54,2,1,0
191581,1,6,34,14,1,0
191582,1,6,30,13,1,0
191583,1,6,20,3,1,0
191584,1,6,66,1,1,0
191585,1,6,48,9,1,0
191586,1,6,66,13,1,0
191587,1,6,36,18,1,0
191588,1,6,53,7,1,0
191589,1,6,33,19,1,0
191590,1,6,26,17,1,0
191591,1,6,28,16,1,0
191592,1,6,40,6,1,0
191593,1,6,45,16,1,0
191594,1,6,52,9,1,0
191595,1,6,24,19,1,0
191596,1,6,40,10,1,0
191597,1,6,23,6,1,0
191598,1,6,54,6,1,0
191599,1,6,40,14,1,0
191600,1,6,64,15,1,0
191601,1,6,58,19,1,0
191602,1,6,44,7,1,0
191603,1,6,46,7,1,0
191604,1,6,68,12,1,0
191605,1,6,56,6,1,0
191606,1,6,43,10,1,0
191607,1,6,22,15,1,0
191608,1,1,51,0,1,0
191609,1,1,55,12,1,0
191610,1,1,52,18,1,0
191611,1,1,66,1,1,0
191612,1,1,64,13,1,0
191613,1,1,55,12,1,0
191614,1,1,69,18,1,0
191615,1,2,63,19,1,0
191616,1,2,51,1,1,0
191617,1,2,37,3,1,0
191618,1,2,34,16,1,0
191619,1,2,23,16,1,0
191620,1,2,58,17,1,0
191621,1,2,31,3,1,0
191622,1,2,30,15,1,0
191623,1,2,42,11,1,0
191624,1,2,44,10,1,0
191625,1,2,64,9,1,0
191626,1,2,25,2,1,0
191627,1,2,23,0,1,0
191628,1,2,46,18,1,0
191629,1,2,51,18,1,0
191630,1,3,21,9,1,0
191631,1,3,61,12,1,0
